level,LandR,LminusR,slope,Subject_Code,syll1,syll2
160,L>R,20,2,KRn,1,1
160,L=R,0,1,KRn,-1,2
180,L>R,40,2,KRn,2,2
180,L=R,0,3,KRn,-1,3
200,L>R,40,2,KRn,1,2
200,L>R,20,4,KRn,-2,3
220,L>R,80,2,KRn,1,3
220,L>R,20,1,KRn,2,1
240,L>R,100,5,KRn,2,2
120,L<R,-20,5,KRn,-2,2
120,L<R,-100,2,KRn,-2,1
140,L>R,20,1,KRn,-2,3
140,L<R,-100,0,KRn,-3,1
160,L=R,0,5,KRn,-2,3
160,L<R,-20,0,KRn,1,1
180,L>R,40,5,KRn,-2,3
200,L<R,-20,2,KRn,-1,2
220,L>R,60,0,KRn,2,4
220,L>R,20,3,KRn,2,1
240,L>R,120,2,KRn,1,3
240,L>R,20,2,KRn,1,1
120,L<R,-60,2,KRn,-2,1
120,L<R,-100,1,KRn,-2,1
140,L<R,-40,3,KRn,-1,1
160,L>R,20,3,KRn,-2,3
160,L=R,0,3,KRn,-1,3
180,L<R,-20,0,KRn,-2,1
180,L<R,-60,0,KRn,-3,1
200,L>R,60,4,KRn,2,2
200,L<R,-20,0,KRn,-1,1
220,L>R,60,6,KRn,1,2
240,L>R,80,1,KRn,2,2
240,L>R,60,4,KRn,2,2
120,L=R,0,3,KRn,-1,3
120,L<R,-40,3,KRn,-2,2
140,L>R,20,6,KRn,-1,3
140,L<R,-20,3,KRn,-2,2
160,L>R,20,1,KRn,-2,3
180,L>R,60,1,KRn,2,3
180,L<R,-20,3,KRn,-1,1
200,L>R,40,0,KRn,2,4
200,L>R,40,1,KRn,1,4
220,L>R,100,4,KRn,2,2
220,L>R,100,6,KRn,2,3
240,L>R,120,5,KRn,1,2
240,L>R,40,2,KRn,2,3
120,L<R,-40,5,KRn,-2,2
120,L<R,-80,2,KRn,-2,1
140,L<R,-40,0,KRn,-2,1
140,L<R,-80,0,KRn,-3,1
160,L<R,-20,6,KRn,-1,1
160,L<R,-60,2,KRn,-2,1
180,L=R,0,0,KRn,2,1
180,L=R,0,2,KRn,-1,3
200,L>R,20,6,KRn,1,1
200,L=R,0,2,KRn,1,1
220,L<R,-20,0,KRn,2,1
240,L>R,20,1,KRn,2,1
120,L<R,-60,1,KRn,-2,1
120,L<R,-60,5,KRn,-2,2
140,L>R,20,3,KRn,-1,3
140,L<R,-80,2,KRn,-2,1
160,L<R,-40,1,KRn,-2,1
180,L=R,0,4,KRn,1,2
180,L<R,-20,1,KRn,2,1
200,L>R,80,1,KRn,2,3
200,L>R,20,2,KRn,1,1
220,L>R,60,5,KRn,1,2
220,L=R,0,0,KRn,2,1
240,L>R,100,6,KRn,2,3
120,L<R,-40,1,KRa,-2,1
140,L<R,-20,5,KRa,-1,2
140,L<R,-60,2,KRa,-3,1
160,L<R,-20,3,KRa,-1,2
180,L>R,60,4,KRa,3,2
180,L=R,0,6,KRa,-2,2
200,L>R,60,2,KRa,3,2
200,L=R,0,3,KRa,3,2
220,L>R,60,2,KRa,3,2
220,L>R,40,3,KRa,3,2
240,L>R,100,0,KRa,3,2
240,L>R,60,0,KRa,3,1
120,L=R,0,1,KRa,-2,2
120,L<R,-20,3,KRa,-2,2
140,L<R,-60,4,KRa,-1,1
160,L>R,20,0,KRa,2,1
160,L<R,-60,0,KRa,-2,1
180,L>R,20,5,KRa,3,2
200,L>R,80,4,KRa,3,2
200,L=R,0,4,KRa,-1,2
220,L>R,40,2,KRa,3,2
220,L=R,0,2,KRa,3,1
240,L>R,80,0,KRa,3,2
240,L>R,40,1,KRa,3,1
120,L=R,0,6,KRa,-1,2
120,L<R,-40,2,KRa,-2,1
140,L<R,-40,5,KRa,-2,1
140,L<R,-60,3,KRa,-2,1
160,L<R,-20,4,KRa,-2,2
160,L<R,-40,2,KRa,-2,1
180,L>R,60,3,KRa,3,2
180,L>R,40,3,KRa,3,2
200,L>R,40,6,KRa,3,2
220,L>R,100,1,KRa,3,2
220,L>R,80,5,KRa,3,2
240,L>R,120,1,KRa,3,2
240,L>R,80,3,KRa,3,2
120,L=R,0,5,KRa,-2,2
140,L=R,0,5,KRa,-3,2
140,L<R,-20,6,KRa,-2,2
160,L>R,40,0,KRa,2,2
180,L<R,-40,2,KRa,-1,1
200,L>R,40,4,KRa,3,2
200,L>R,20,0,KRa,3,1
220,L>R,100,5,KRa,3,2
220,L>R,20,4,KRa,3,2
240,L>R,120,3,KRa,3,2
240,L>R,100,3,KRa,3,2
120,L<R,-20,1,KRa,-2,1
120,L<R,-120,0,KRa,-2,1
140,L<R,-20,0,KRa,-2,1
140,L<R,-40,1,KRa,-3,1
160,L<R,-20,1,KRa,3,1
180,L>R,60,0,KRa,3,1
180,L>R,20,3,KRa,3,2
200,L>R,80,5,KRa,3,2
200,L>R,40,5,KRa,3,2
220,L>R,100,3,KRa,3,2
220,L>R,40,5,KRa,3,2
240,L>R,120,0,KRa,3,4
240,L>R,60,1,KRa,3,1
120,L=R,0,4,KRa,-2,2
120,L<R,-60,6,KRa,-2,1
140,L=R,0,1,KRa,2,2
140,L<R,-20,4,KRa,-2,1
160,L>R,40,5,KRa,2,2
160,L<R,-20,2,KRa,-2,1
180,L>R,60,5,KRa,3,2
180,L<R,-20,2,KRa,3,2
200,L>R,60,6,KRa,3,2
200,L<R,-40,0,KRa,2,1
220,L=R,0,1,KRa,3,1
240,L>R,100,4,KRa,3,2
160,L=R,0,6,KRa,-3,2
120,L<R,-60,0,KRa,-3,1
120,L<R,-60,4,KRa,-3,1
140,L<R,-20,2,KRa,-1,1
160,L>R,40,2,KRa,3,2
160,L<R,-40,0,KRa,1,1
180,L>R,40,6,KRa,3,2
200,L>R,80,2,KRa,3,2
200,L>R,20,5,KRa,3,2
220,L>R,60,3,KRa,3,2
220,L>R,20,0,KRa,3,1
240,L>R,120,6,KRa,3,2
240,L>R,60,6,KRa,3,2
120,L<R,-40,0,KRa,-2,1
140,L<R,-20,1,KRa,-1,1
140,L<R,-60,1,KRa,-3,1
160,L>R,20,5,KRa,2,2
160,L<R,-80,0,KRa,-3,1
180,L>R,20,0,KRa,3,1
180,L<R,-40,1,KRa,-2,1
200,L>R,20,1,KRa,3,1
200,L=R,0,0,KRa,3,1
220,L>R,80,3,KRa,3,2
220,L>R,40,4,KRa,3,2
240,L>R,60,2,KRa,3,2
240,L>R,20,0,KRa,3,1
120,L<R,-80,1,KRa,-2,1
120,L<R,-80,4,KRa,-2,1
140,L>R,20,2,KRa,2,2
140,L>R,20,4,KRa,3,2
160,L>R,20,4,KRa,3,2
180,L>R,20,6,KRa,-1,2
200,L>R,60,0,KRa,3,2
200,L>R,40,3,KRa,3,2
220,L>R,80,4,KRa,3,2
220,L>R,40,1,KRa,2,2
240,L>R,80,4,KRa,3,2
240,L>R,80,5,KRa,3,2
140,L<R,-60,0,KRa,-2,1
160,L=R,0,2,KRa,2,1
160,L<R,-20,5,KRa,-1,1
180,L>R,40,1,KRa,2,2
220,L>R,60,1,KRa,3,2
120,L<R,-60,3,KRa,-2,1
140,L<R,-40,6,KRa,-2,2
160,L>R,40,1,KRa,3,2
160,L>R,40,4,KRa,2,2
180,L>R,20,1,KRa,1,1
180,L<R,-20,4,KRa,-1,1
200,L>R,80,0,KRa,2,4
240,L>R,100,2,KRa,3,2
240,L>R,80,6,KRa,3,2
120,L<R,-80,0,KRa,-2,1
120,L<R,-100,0,KRa,-2,1
160,L>R,40,6,KRa,2,2
160,L>R,20,6,KRa,2,2
180,L>R,60,2,KRa,3,2
180,L>R,40,0,KRa,2,1
220,L>R,60,4,KRa,3,2
240,L>R,80,2,KRa,3,2
240,L>R,40,4,KRa,3,2
120,L<R,-40,4,KRa,-3,2
220,L>R,80,1,KRa,3,2
200,L<R,-20,1,KRa,3,1
120,L<R,-20,4,KRa,-2,2
180,L>R,20,2,KRa,3,1
240,L=R,0,0,KRa,3,1
200,L=R,0,1,KRa,3,1
140,L=R,0,2,KRa,-1,2
200,L>R,60,5,KRa,3,2
220,L>R,80,6,KRa,3,2
220,L>R,100,2,KRa,2,2
140,L<R,-40,4,KRa,-2,2
240,L>R,100,1,KRa,3,2
140,L>R,20,0,KRa,1,1
120,L<R,-20,6,KRa,-3,2
120,L<R,-40,6,KRa,-2,2
140,L=R,0,3,KRa,-2,2
140,L=R,0,6,KRa,-2,2
160,L>R,40,3,KRa,2,2
160,L=R,0,4,KRa,-2,2
180,L>R,40,4,KRa,3,2
180,L=R,0,1,KRa,3,1
200,L>R,80,3,KRa,3,2
200,L>R,60,3,KRa,3,2
220,L>R,20,2,KRa,3,1
240,L>R,120,4,KRa,3,2
240,L>R,40,0,KRa,3,1
120,L=R,0,2,KRa,-2,2
120,L<R,-80,3,KRa,-2,1
140,L=R,0,4,KRa,-2,2
140,L<R,-80,1,KRa,-3,1
160,L=R,0,0,KRa,3,1
160,L<R,-40,3,KRa,-2,2
180,L>R,60,6,KRa,2,2
180,L=R,0,5,KRa,-1,2
200,L>R,60,1,KRa,3,2
220,L>R,100,0,KRa,2,2
220,L>R,40,0,KRa,3,1
240,L>R,60,3,KRa,3,2
120,L<R,-20,0,KRa,-1,1
140,L>R,20,5,KRa,1,2
160,L<R,-40,4,KRa,-2,2
160,L<R,-60,1,KRa,-3,1
180,L>R,20,4,KRa,3,2
180,L<R,-40,0,KRa,-1,1
200,L>R,80,6,KRa,3,2
200,L>R,20,3,KRa,2,2
220,L>R,80,0,KRa,3,2
220,L>R,40,6,KRa,3,2
240,L>R,60,5,KRa,3,2
240,L>R,40,3,KRa,3,1
120,L=R,0,0,KRa,1,1
120,L<R,-20,2,KRa,-2,2
140,L=R,0,0,KRa,3,1
140,L<R,-40,2,KRa,-3,1
160,L>R,20,2,KRa,3,1
160,L=R,0,1,KRa,2,1
180,L>R,40,2,KRa,3,2
180,L=R,0,3,KRa,-2,2
200,L>R,40,2,KRa,3,2
200,L>R,20,4,KRa,3,2
220,L>R,80,2,KRa,3,2
220,L>R,20,1,KRa,3,1
240,L>R,100,5,KRa,3,2
120,L<R,-20,5,KRa,-2,2
120,L<R,-100,2,KRa,-2,1
140,L>R,20,1,KRa,3,2
140,L<R,-100,0,KRa,-2,1
160,L=R,0,5,KRa,-2,2
160,L<R,-20,0,KRa,-2,1
180,L>R,40,5,KRa,3,2
200,L<R,-20,2,KRa,-1,1
220,L>R,60,0,KRa,3,2
220,L>R,20,3,KRa,3,1
240,L>R,120,2,KRa,3,2
240,L>R,20,2,KRa,3,1
120,L<R,-60,2,KRa,-2,2
120,L<R,-100,1,KRa,-2,1
140,L<R,-40,3,KRa,-2,2
160,L>R,20,3,KRa,2,2
160,L=R,0,3,KRa,-2,2
180,L<R,-20,0,KRa,-1,1
180,L<R,-60,0,KRa,-1,1
200,L>R,60,4,KRa,3,2
200,L<R,-20,0,KRa,1,1
220,L>R,60,6,KRa,3,2
240,L>R,80,1,KRa,3,2
240,L>R,60,4,KRa,3,2
120,L=R,0,3,KRa,-2,2
120,L<R,-40,3,KRa,-2,1
140,L>R,20,6,KRa,-2,2
140,L<R,-20,3,KRa,-2,2
160,L>R,20,1,KRa,2,2
180,L>R,60,1,KRa,3,2
180,L<R,-20,3,KRa,-2,2
200,L>R,40,0,KRa,3,2
200,L>R,40,1,KRa,3,1
220,L>R,100,4,KRa,3,2
220,L>R,100,6,KRa,3,2
240,L>R,120,5,KRa,2,2
240,L>R,40,2,KRa,2,2
120,L<R,-40,5,KRa,-2,2
120,L<R,-80,2,KRa,-2,1
140,L<R,-40,0,KRa,-2,1
140,L<R,-80,0,KRa,-2,1
160,L<R,-20,6,KRa,-2,2
160,L<R,-60,2,KRa,-2,1
180,L=R,0,0,KRa,3,1
180,L=R,0,2,KRa,2,1
200,L>R,20,6,KRa,2,2
200,L=R,0,2,KRa,2,1
220,L<R,-20,0,KRa,3,1
240,L>R,20,1,KRa,3,1
120,L<R,-60,1,KRa,-2,1
120,L<R,-60,5,KRa,-3,1
140,L>R,20,3,KRa,2,2
140,L<R,-80,2,KRa,-2,1
160,L<R,-40,1,KRa,-2,1
180,L=R,0,4,KRa,-2,2
180,L<R,-20,1,KRa,-2,1
200,L>R,80,1,KRa,2,2
200,L>R,20,2,KRa,3,1
220,L>R,60,5,KRa,3,2
220,L=R,0,0,KRa,3,1
240,L>R,100,6,KRa,2,2
120,L<R,-40,1,KRn,3,1
140,L<R,-20,5,KRn,3,2
140,L<R,-60,2,KRn,3,1
160,L<R,-20,3,KRn,3,2
180,L>R,60,4,KRn,3,3
180,L=R,0,6,KRn,3,2
200,L>R,60,2,KRn,3,1
200,L=R,0,3,KRn,3,2
220,L>R,60,2,KRn,3,2
220,L>R,40,3,KRn,3,2
240,L>R,100,0,KRn,3,1
240,L>R,60,0,KRn,3,1
120,L=R,0,1,KRn,3,2
120,L<R,-20,3,KRn,3,2
140,L<R,-60,4,KRn,3,2
160,L>R,20,0,KRn,3,1
160,L<R,-60,0,KRn,3,1
180,L>R,20,5,KRn,3,2
200,L>R,80,4,KRn,3,2
200,L=R,0,4,KRn,3,2
220,L>R,40,2,KRn,3,2
220,L=R,0,2,KRn,3,2
240,L>R,80,0,KRn,3,1
240,L>R,40,1,KRn,3,1
120,L=R,0,6,KRn,3,2
120,L<R,-40,2,KRn,3,2
140,L<R,-40,5,KRn,3,2
140,L<R,-60,3,KRn,3,2
160,L<R,-20,4,KRn,3,2
160,L<R,-40,2,KRn,3,2
180,L>R,60,3,KRn,3,3
180,L>R,40,3,KRn,3,2
200,L>R,40,6,KRn,3,2
220,L>R,100,1,KRn,3,1
220,L>R,80,5,KRn,3,3
240,L>R,120,1,KRn,3,1
240,L>R,80,3,KRn,3,3
120,L=R,0,5,KRn,3,3
140,L=R,0,5,KRn,3,2
140,L<R,-20,6,KRn,3,3
160,L>R,40,0,KRn,3,1
180,L<R,-40,2,KRn,3,1
200,L>R,40,4,KRn,3,2
200,L>R,20,0,KRn,3,1
220,L>R,100,5,KRn,3,3
220,L>R,20,4,KRn,3,2
240,L>R,120,3,KRn,3,2
240,L>R,100,3,KRn,3,2
120,L<R,-20,1,KRn,3,1
120,L<R,-120,0,KRn,3,1
140,L<R,-20,0,KRn,3,1
140,L<R,-40,1,KRn,3,1
160,L<R,-20,1,KRn,3,1
180,L>R,60,0,KRn,3,1
180,L>R,20,3,KRn,3,2
200,L>R,80,5,KRn,3,3
200,L>R,40,5,KRn,3,2
220,L>R,100,3,KRn,3,2
220,L>R,40,5,KRn,3,2
240,L>R,120,0,KRn,3,1
240,L>R,60,1,KRn,3,1
120,L=R,0,4,KRn,3,2
120,L<R,-60,6,KRn,3,2
140,L=R,0,1,KRn,3,1
140,L<R,-20,4,KRn,3,2
160,L>R,40,5,KRn,3,2
160,L<R,-20,2,KRn,3,2
180,L>R,60,5,KRn,3,2
180,L<R,-20,2,KRn,3,2
200,L>R,60,6,KRn,3,2
200,L<R,-40,0,KRn,3,1
220,L=R,0,1,KRn,3,1
240,L>R,100,4,KRn,3,3
160,L=R,0,6,KRn,3,2
120,L<R,-60,0,KRn,3,1
120,L<R,-60,4,KRn,3,2
140,L<R,-20,2,KRn,3,1
160,L>R,40,2,KRn,3,2
160,L<R,-40,0,KRn,3,1
180,L>R,40,6,KRn,3,2
200,L>R,80,2,KRn,3,2
200,L>R,20,5,KRn,3,2
220,L>R,60,3,KRn,3,2
220,L>R,20,0,KRn,3,1
240,L>R,120,6,KRn,3,2
240,L>R,60,6,KRn,3,2
120,L<R,-40,0,KRn,3,1
140,L<R,-20,1,KRn,3,1
140,L<R,-60,1,KRn,3,1
160,L>R,20,5,KRn,3,2
160,L<R,-80,0,KRn,3,1
180,L>R,20,0,KRn,3,1
180,L<R,-40,1,KRn,3,1
200,L>R,20,1,KRn,3,1
200,L=R,0,0,KRn,3,1
220,L>R,80,3,KRn,3,3
220,L>R,40,4,KRn,3,2
240,L>R,60,2,KRn,3,1
240,L>R,20,0,KRn,3,1
120,L<R,-80,1,KRn,3,1
120,L<R,-80,4,KRn,3,2
140,L>R,20,2,KRn,3,2
140,L>R,20,4,KRn,3,2
160,L>R,20,4,KRn,3,2
180,L>R,20,6,KRn,3,2
200,L>R,60,0,KRn,3,1
200,L>R,40,3,KRn,3,2
220,L>R,80,4,KRn,3,2
220,L>R,40,1,KRn,3,1
240,L>R,80,4,KRn,3,2
240,L>R,80,5,KRn,3,2
140,L<R,-60,0,KRn,3,1
160,L=R,0,2,KRn,3,2
160,L<R,-20,5,KRn,3,2
180,L>R,40,1,KRn,3,2
220,L>R,60,1,KRn,3,1
120,L<R,-60,3,KRn,3,1
140,L<R,-40,6,KRn,3,2
160,L>R,40,1,KRn,3,2
160,L>R,40,4,KRn,3,2
180,L>R,20,1,KRn,3,1
180,L<R,-20,4,KRn,3,2
200,L>R,80,0,KRn,3,1
240,L>R,100,2,KRn,3,1
240,L>R,80,6,KRn,3,2
120,L<R,-80,0,KRn,3,1
120,L<R,-100,0,KRn,3,1
160,L>R,40,6,KRn,3,2
160,L>R,20,6,KRn,3,2
180,L>R,60,2,KRn,3,2
180,L>R,40,0,KRn,3,1
220,L>R,60,4,KRn,3,2
240,L>R,80,2,KRn,3,1
240,L>R,40,4,KRn,3,2
120,L<R,-40,4,KRn,3,2
220,L>R,80,1,KRn,3,1
200,L<R,-20,1,KRn,3,1
120,L<R,-20,4,KRn,3,2
180,L>R,20,2,KRn,3,2
240,L=R,0,0,KRn,3,1
200,L=R,0,1,KRn,3,1
140,L=R,0,2,KRn,3,2
200,L>R,60,5,KRn,3,2
220,L>R,80,6,KRn,3,2
220,L>R,100,2,KRn,3,2
140,L<R,-40,4,KRn,3,2
240,L>R,100,1,KRn,3,1
140,L>R,20,0,KRn,3,1
120,L<R,-20,6,KRn,3,2
120,L<R,-40,6,KRn,3,2
140,L=R,0,3,KRn,3,3
140,L=R,0,6,KRn,3,3
160,L>R,40,3,KRn,3,3
160,L=R,0,4,KRn,3,3
180,L>R,40,4,KRn,3,3
180,L=R,0,1,KRn,3,1
200,L>R,80,3,KRn,3,3
200,L>R,60,3,KRn,3,2
220,L>R,20,2,KRn,3,1
240,L>R,120,4,KRn,3,3
240,L>R,40,0,KRn,3,1
120,L=R,0,2,KRn,3,3
120,L<R,-80,3,KRn,3,2
140,L=R,0,4,KRn,3,2
140,L<R,-80,1,KRn,3,1
160,L=R,0,0,KRn,3,1
160,L<R,-40,3,KRn,3,2
180,L>R,60,6,KRn,3,3
180,L=R,0,5,KRn,3,2
200,L>R,60,1,KRn,3,1
220,L>R,100,0,KRn,3,1
220,L>R,40,0,KRn,3,1
240,L>R,60,3,KRn,3,2
120,L<R,-20,0,KRn,3,1
140,L>R,20,5,KRn,3,3
160,L<R,-40,4,KRn,3,2
160,L<R,-60,1,KRn,3,1
180,L>R,20,4,KRn,3,3
180,L<R,-40,0,KRn,3,1
200,L>R,80,6,KRn,3,3
200,L>R,20,3,KRn,3,2
220,L>R,80,0,KRn,3,1
220,L>R,40,6,KRn,3,2
240,L>R,60,5,KRn,3,3
240,L>R,40,3,KRn,3,2
120,L=R,0,0,KRn,3,1
120,L<R,-20,2,KRn,3,2
140,L=R,0,0,KRn,3,1
140,L<R,-40,2,KRn,3,2
160,L>R,20,2,KRn,3,2
160,L=R,0,1,KRn,3,1
180,L>R,40,2,KRn,3,1
180,L=R,0,3,KRn,3,2
200,L>R,40,2,KRn,3,2
200,L>R,20,4,KRn,3,2
220,L>R,80,2,KRn,3,1
220,L>R,20,1,KRn,3,1
240,L>R,100,5,KRn,3,3
120,L<R,-20,5,KRn,3,2
120,L<R,-100,2,KRn,3,2
140,L>R,20,1,KRn,3,1
140,L<R,-100,0,KRn,3,1
160,L=R,0,5,KRn,3,2
160,L<R,-20,0,KRn,3,1
180,L>R,40,5,KRn,3,3
200,L<R,-20,2,KRn,3,1
220,L>R,60,0,KRn,3,1
220,L>R,20,3,KRn,3,2
240,L>R,120,2,KRn,3,1
240,L>R,20,2,KRn,3,2
120,L<R,-60,2,KRn,3,2
120,L<R,-100,1,KRn,3,1
140,L<R,-40,3,KRn,3,2
160,L>R,20,3,KRn,3,2
160,L=R,0,3,KRn,3,2
180,L<R,-20,0,KRn,3,1
180,L<R,-60,0,KRn,3,1
200,L>R,60,4,KRn,3,3
200,L<R,-20,0,KRn,3,1
220,L>R,60,6,KRn,3,3
240,L>R,80,1,KRn,3,1
240,L>R,60,4,KRn,3,2
120,L=R,0,3,KRn,3,2
120,L<R,-40,3,KRn,3,2
140,L>R,20,6,KRn,3,3
140,L<R,-20,3,KRn,3,2
160,L>R,20,1,KRn,3,1
180,L>R,60,1,KRn,3,1
180,L<R,-20,3,KRn,3,2
200,L>R,40,0,KRn,3,1
200,L>R,40,1,KRn,3,1
220,L>R,100,4,KRn,3,3
220,L>R,100,6,KRn,3,3
240,L>R,120,5,KRn,3,3
240,L>R,40,2,KRn,3,2
120,L<R,-40,5,KRn,3,2
120,L<R,-80,2,KRn,3,2
140,L<R,-40,0,KRn,3,1
140,L<R,-80,0,KRn,3,1
160,L<R,-20,6,KRn,3,3
160,L<R,-60,2,KRn,3,1
180,L=R,0,0,KRn,3,1
180,L=R,0,2,KRn,3,2
200,L>R,20,6,KRn,3,2
200,L=R,0,2,KRn,3,2
220,L<R,-20,0,KRn,3,1
240,L>R,20,1,KRn,3,1
120,L<R,-60,1,KRn,3,1
120,L<R,-60,5,KRn,3,2
140,L>R,20,3,KRn,3,3
140,L<R,-80,2,KRn,3,2
160,L<R,-40,1,KRn,3,1
180,L=R,0,4,KRn,3,2
180,L<R,-20,1,KRn,3,2
200,L>R,80,1,KRn,3,1
200,L>R,20,2,KRn,3,1
220,L>R,60,5,KRn,3,2
220,L=R,0,0,KRn,3,1
240,L>R,100,6,KRn,3,3
120,L<R,-40,1,KRa,-3,1
140,L<R,-20,5,KRa,-3,2
140,L<R,-60,2,KRa,-3,1
160,L<R,-20,3,KRa,-3,1
180,L>R,60,4,KRa,3,2
180,L=R,0,6,KRa,-3,2
200,L>R,60,2,KRa,3,2
200,L=R,0,3,KRa,-1,2
220,L>R,60,2,KRa,3,2
220,L>R,40,3,KRa,3,2
240,L>R,100,0,KRa,3,3
240,L>R,60,0,KRa,3,3
120,L=R,0,1,KRa,-3,2
120,L<R,-20,3,KRa,-3,1
140,L<R,-60,4,KRa,-2,1
160,L>R,20,0,KRa,3,1
160,L<R,-60,0,KRa,-3,1
180,L>R,20,5,KRa,-2,2
200,L>R,80,4,KRa,3,2
200,L=R,0,4,KRa,-2,2
220,L>R,40,2,KRa,3,2
220,L=R,0,2,KRa,-2,2
240,L>R,80,0,KRa,3,3
240,L>R,40,1,KRa,3,2
120,L=R,0,6,KRa,-3,2
120,L<R,-40,2,KRa,-3,1
140,L<R,-40,5,KRa,-3,1
140,L<R,-60,3,KRa,-3,1
160,L<R,-20,4,KRa,-3,1
160,L<R,-40,2,KRa,-3,1
180,L>R,60,3,KRa,3,2
180,L>R,40,3,KRa,3,2
200,L>R,40,6,KRa,-1,2
220,L>R,100,1,KRa,3,3
220,L>R,80,5,KRa,3,2
240,L>R,120,1,KRa,3,3
240,L>R,80,3,KRa,3,2
120,L=R,0,5,KRa,-2,2
140,L=R,0,5,KRa,-1,2
140,L<R,-20,6,KRa,-3,1
160,L>R,40,0,KRa,3,3
180,L<R,-40,2,KRa,-2,1
200,L>R,40,4,KRa,3,2
200,L>R,20,0,KRa,3,1
220,L>R,100,5,KRa,3,2
220,L>R,20,4,KRa,3,2
240,L>R,120,3,KRa,3,2
240,L>R,100,3,KRa,3,2
120,L<R,-20,1,KRa,-3,1
120,L<R,-120,0,KRa,-3,1
140,L<R,-20,0,KRa,-1,1
140,L<R,-40,1,KRa,-3,1
160,L<R,-20,1,KRa,-2,1
180,L>R,60,0,KRa,3,3
180,L>R,20,3,KRa,-1,2
200,L>R,80,5,KRa,3,2
200,L>R,40,5,KRa,3,2
220,L>R,100,3,KRa,3,2
220,L>R,40,5,KRa,3,2
240,L>R,120,0,KRa,3,3
240,L>R,60,1,KRa,3,1
120,L=R,0,4,KRa,-3,2
120,L<R,-60,6,KRa,-3,1
140,L=R,0,1,KRa,-3,2
140,L<R,-20,4,KRa,-2,1
160,L>R,40,5,KRa,2,2
160,L<R,-20,2,KRa,-1,2
180,L>R,60,5,KRa,2,2
180,L<R,-20,2,KRa,-2,1
200,L>R,60,6,KRa,3,2
200,L<R,-40,0,KRa,-2,1
220,L=R,0,1,KRa,3,1
240,L>R,100,4,KRa,3,2
160,L=R,0,6,KRa,-1,2
120,L<R,-60,0,KRa,-3,1
120,L<R,-60,4,KRa,-3,1
140,L<R,-20,2,KRa,-3,1
160,L>R,40,2,KRa,2,2
160,L<R,-40,0,KRa,-3,1
180,L>R,40,6,KRa,2,2
200,L>R,80,2,KRa,3,2
200,L>R,20,5,KRa,-2,2
220,L>R,60,3,KRa,3,2
220,L>R,20,0,KRa,3,1
240,L>R,120,6,KRa,3,2
240,L>R,60,6,KRa,3,2
120,L<R,-40,0,KRa,-3,1
140,L<R,-20,1,KRa,-1,2
140,L<R,-60,1,KRa,-3,1
160,L>R,20,5,KRa,-2,2
160,L<R,-80,0,KRa,-3,1
180,L>R,20,0,KRa,3,1
180,L<R,-40,1,KRa,-2,1
200,L>R,20,1,KRa,3,1
200,L=R,0,0,KRa,3,1
220,L>R,80,3,KRa,3,2
220,L>R,40,4,KRa,3,2
240,L>R,60,2,KRa,3,2
240,L>R,20,0,KRa,3,1
120,L<R,-80,1,KRa,-3,1
120,L<R,-80,4,KRa,-3,1
140,L>R,20,2,KRa,2,2
140,L>R,20,4,KRa,-2,2
160,L>R,20,4,KRa,-1,2
180,L>R,20,6,KRa,-3,2
200,L>R,60,0,KRa,3,3
200,L>R,40,3,KRa,3,2
220,L>R,80,4,KRa,3,2
220,L>R,40,1,KRa,3,3
240,L>R,80,4,KRa,3,2
240,L>R,80,5,KRa,3,2
140,L<R,-60,0,KRa,-3,1
160,L=R,0,2,KRa,-1,2
160,L<R,-20,5,KRa,-2,1
180,L>R,40,1,KRa,3,2
220,L>R,60,1,KRa,3,1
120,L<R,-60,3,KRa,-3,1
140,L<R,-40,6,KRa,-3,1
160,L>R,40,1,KRa,3,2
160,L>R,40,4,KRa,3,2
180,L>R,20,1,KRa,3,1
180,L<R,-20,4,KRa,-3,1
200,L>R,80,0,KRa,3,3
240,L>R,100,2,KRa,3,2
240,L>R,80,6,KRa,3,2
120,L<R,-80,0,KRa,-3,1
120,L<R,-100,0,KRa,-3,1
160,L>R,40,6,KRa,-1,2
160,L>R,20,6,KRa,-2,2
180,L>R,60,2,KRa,3,2
180,L>R,40,0,KRa,3,3
220,L>R,60,4,KRa,3,2
240,L>R,80,2,KRa,3,2
240,L>R,40,4,KRa,3,2
120,L<R,-40,4,KRa,-3,2
220,L>R,80,1,KRa,3,2
200,L<R,-20,1,KRa,-1,1
120,L<R,-20,4,KRa,-3,1
180,L>R,20,2,KRa,3,2
240,L=R,0,0,KRa,3,1
200,L=R,0,1,KRa,-1,2
140,L=R,0,2,KRa,-2,2
200,L>R,60,5,KRa,3,2
220,L>R,80,6,KRa,3,2
220,L>R,100,2,KRa,3,2
140,L<R,-40,4,KRa,-3,1
240,L>R,100,1,KRa,3,2
140,L>R,20,0,KRa,2,3
120,L<R,-20,6,KRa,-2,2
120,L<R,-40,6,KRa,-3,1
140,L=R,0,3,KRa,-2,2
140,L=R,0,6,KRa,-1,2
160,L>R,40,3,KRa,1,2
160,L=R,0,4,KRa,-2,2
180,L>R,40,4,KRa,2,2
180,L=R,0,1,KRa,-2,2
200,L>R,80,3,KRa,3,2
200,L>R,60,3,KRa,3,2
220,L>R,20,2,KRa,2,2
240,L>R,120,4,KRa,3,2
240,L>R,40,0,KRa,3,3
120,L=R,0,2,KRa,-3,2
120,L<R,-80,3,KRa,-3,1
